Session_ID,Intent,Referrer,Device,Time_of_Day,Category,Search_Used,Search_Query,Scroll_Depth,Product_Views,Filter_Used,Sort_Type,Session_Duration_sec,Add_to_Cart,Purchase
868,Price-sensitive,Email,Mobile,Evening,Sale,False,,40,5,True,Price Low-High,369,False,False
869,Goal-driven,Google,Desktop,Afternoon,Running,True,running shoes,43,4,True,Newest,91,True,False
870,Goal-driven,Google,Desktop,Afternoon,Beauty,True,lipstick,37,4,False,Newest,60,False,False
871,Explorer,Facebook,Tablet,Evening,Sale,False,,98,19,False,Trending,882,False,False
872,Price-sensitive,Google,Tablet,Evening,Sale,False,,61,9,True,Price Low-High,576,True,False
873,Price-sensitive,Google,Desktop,Evening,Sale,False,,56,9,True,Price Low-High,557,True,False
874,Price-sensitive,Google,Desktop,Evening,Sale,True,discount,44,5,True,Price Low-High,597,False,False
875,Explorer,Instagram,Tablet,Evening,Sale,False,,89,17,False,Trending,355,False,False
876,Explorer,Instagram,Tablet,Morning,Fashion,False,,93,13,False,Trending,449,False,False
877,Research,Email,Desktop,Evening,Fashion,False,,71,12,True,Highest Rated,870,False,False
878,Price-sensitive,Direct,Desktop,Evening,Sale,True,discount,66,5,True,Price Low-High,338,False,False
879,Research,Email,Desktop,Evening,Electronics,True,gaming mouse,66,14,True,Price Low-High,583,False,False
880,Price-sensitive,Direct,Tablet,Morning,Sale,False,,64,6,True,Price Low-High,478,False,False
881,Explorer,Facebook,Mobile,Morning,Electronics,False,,81,16,False,Trending,439,False,False
882,Price-sensitive,Google,Mobile,Evening,Sale,False,,54,6,True,Price Low-High,346,True,False
883,Goal-driven,Google,Mobile,Morning,Running,True,nike shoes,36,5,False,Newest,153,True,True
884,Goal-driven,Direct,Mobile,Evening,Beauty,True,perfume,41,5,True,Relevance,127,False,False
885,Price-sensitive,Direct,Tablet,Evening,Sale,False,,67,6,True,Price Low-High,315,True,True
886,Price-sensitive,Email,Desktop,Evening,Sale,False,,50,5,True,Price Low-High,389,False,False
887,Price-sensitive,Direct,Tablet,Evening,Sale,False,,49,7,True,Price Low-High,215,False,False
888,Goal-driven,Google,Mobile,Evening,Electronics,True,monitor,45,6,False,Relevance,247,False,False
889,Price-sensitive,Email,Mobile,Morning,Sale,False,,46,9,True,Price Low-High,222,False,False
890,Price-sensitive,Email,Mobile,Morning,Sale,True,discount,68,6,True,Price Low-High,382,True,False
891,Explorer,Instagram,Desktop,Evening,Fashion,False,,90,11,False,Trending,599,False,False
892,Price-sensitive,Email,Tablet,Afternoon,Sale,False,,63,9,True,Price Low-High,216,False,False
893,Research,Google,Desktop,Evening,Home,True,chair,58,9,True,Highest Rated,435,False,False
894,Research,Email,Desktop,Afternoon,Beauty,False,,69,13,True,Highest Rated,923,True,False
895,Research,Google,Desktop,Morning,Beauty,False,,71,15,True,Price Low-High,710,True,False
896,Price-sensitive,Email,Tablet,Evening,Sale,False,,43,8,True,Price Low-High,312,True,True
897,Goal-driven,Google,Mobile,Evening,Beauty,True,skincare,20,4,False,Relevance,179,True,True
898,Price-sensitive,Direct,Tablet,Evening,Sale,True,discount,70,7,True,Price Low-High,591,False,False
899,Price-sensitive,Email,Tablet,Morning,Sale,True,discount,52,7,True,Price Low-High,280,True,True
900,Goal-driven,Google,Mobile,Morning,Electronics,True,monitor,25,6,False,Newest,277,True,True
901,Explorer,Instagram,Desktop,Afternoon,Fashion,False,,95,10,False,Trending,654,False,False
902,Goal-driven,Google,Desktop,Morning,Beauty,True,lipstick,21,2,False,Newest,210,False,False
903,Price-sensitive,Direct,Desktop,Evening,Sale,False,,45,10,True,Price Low-High,435,True,False
904,Research,Email,Desktop,Evening,Running,True,nike shoes,59,11,True,Price Low-High,631,False,False
905,Explorer,Direct,Mobile,Afternoon,Running,False,,92,14,False,Trending,667,True,False
906,Explorer,Facebook,Mobile,Afternoon,Home,False,,81,18,False,Trending,428,False,False
907,Explorer,Instagram,Mobile,Morning,Fashion,False,,89,20,False,Trending,372,False,False
908,Goal-driven,Google,Mobile,Evening,Running,True,running shoes,30,5,False,Newest,277,False,False
909,Price-sensitive,Direct,Desktop,Afternoon,Sale,False,,43,10,True,Price Low-High,270,True,False
910,Explorer,Instagram,Tablet,Evening,Sale,False,,97,12,False,Trending,579,False,False
911,Explorer,Instagram,Desktop,Afternoon,Beauty,False,,81,17,False,Trending,327,False,False
912,Price-sensitive,Google,Tablet,Afternoon,Sale,True,discount,49,10,True,Price Low-High,438,True,True
913,Goal-driven,Google,Mobile,Afternoon,Beauty,True,skincare,41,4,True,Newest,124,True,True
914,Goal-driven,Google,Mobile,Morning,Running,True,adidas trainers,47,3,True,Newest,88,True,False
915,Goal-driven,Google,Mobile,Evening,Electronics,True,gaming mouse,50,5,False,Newest,184,True,True
916,Research,Google,Desktop,Evening,Sale,True,cheap deals,59,14,True,Price Low-High,857,False,False
917,Research,Google,Desktop,Morning,Home,True,desk lamp,53,9,True,Price Low-High,951,True,False
918,Price-sensitive,Direct,Tablet,Morning,Sale,False,,50,7,True,Price Low-High,211,True,True
919,Goal-driven,Google,Mobile,Evening,Running,True,adidas trainers,43,3,False,Relevance,221,True,False
920,Research,Email,Desktop,Evening,Home,True,coffee table,78,15,True,Price Low-High,490,False,False
921,Goal-driven,Google,Desktop,Evening,Electronics,True,monitor,47,4,False,Relevance,120,True,False
922,Explorer,Instagram,Tablet,Afternoon,Home,False,,88,10,False,Trending,770,False,False
923,Goal-driven,Google,Mobile,Morning,Running,True,adidas trainers,35,5,False,Relevance,164,False,False
924,Goal-driven,Google,Desktop,Evening,Running,True,nike shoes,20,5,False,Relevance,273,True,True
925,Price-sensitive,Direct,Desktop,Afternoon,Sale,True,discount,40,9,True,Price Low-High,568,False,False
926,Research,Email,Desktop,Morning,Beauty,False,,67,13,True,Price Low-High,688,True,False
927,Goal-driven,Google,Desktop,Morning,Beauty,True,skincare,44,3,True,Newest,150,True,False
928,Goal-driven,Google,Mobile,Afternoon,Beauty,True,skincare,40,2,True,Relevance,177,True,True
929,Goal-driven,Google,Desktop,Evening,Electronics,True,wireless headphones,49,2,False,Newest,300,False,False
930,Research,Direct,Desktop,Morning,Home,True,chair,50,10,True,Price Low-High,861,True,False
931,Price-sensitive,Direct,Tablet,Afternoon,Sale,False,,53,9,True,Price Low-High,418,True,False
932,Research,Direct,Desktop,Evening,Sale,True,discount,78,13,True,Highest Rated,781,False,False
933,Price-sensitive,Direct,Tablet,Morning,Sale,False,,42,8,True,Price Low-High,598,True,False
934,Price-sensitive,Direct,Desktop,Morning,Sale,False,,40,5,True,Price Low-High,308,True,True
935,Goal-driven,Google,Desktop,Afternoon,Running,True,adidas trainers,33,5,True,Relevance,222,False,False
936,Research,Google,Desktop,Afternoon,Electronics,True,gaming mouse,63,13,True,Price Low-High,437,True,False
937,Explorer,Instagram,Tablet,Afternoon,Running,False,,94,11,False,Trending,730,False,False
938,Goal-driven,Google,Mobile,Evening,Beauty,True,lipstick,32,5,False,Relevance,74,False,False
939,Explorer,Instagram,Tablet,Evening,Electronics,False,,86,10,False,Trending,586,False,False
940,Goal-driven,Google,Desktop,Evening,Beauty,True,lipstick,25,2,True,Newest,228,True,True
941,Explorer,Facebook,Desktop,Morning,Fashion,False,,90,17,False,Trending,434,False,False
942,Explorer,Instagram,Mobile,Evening,Electronics,False,,87,20,False,Trending,658,False,False
943,Goal-driven,Google,Desktop,Afternoon,Running,True,adidas trainers,43,4,False,Relevance,71,True,True
944,Goal-driven,Direct,Mobile,Afternoon,Electronics,True,wireless headphones,37,4,True,Newest,254,True,True
945,Research,Google,Desktop,Evening,Fashion,False,,70,15,True,Highest Rated,823,False,False
946,Research,Direct,Desktop,Afternoon,Running,True,running shoes,70,13,True,Highest Rated,805,False,False
947,Price-sensitive,Google,Mobile,Morning,Sale,False,,69,5,True,Price Low-High,259,False,False
948,Price-sensitive,Google,Mobile,Morning,Sale,False,,47,5,True,Price Low-High,519,False,False
949,Research,Direct,Desktop,Morning,Running,False,,54,10,True,Highest Rated,987,False,False
950,Goal-driven,Google,Mobile,Afternoon,Electronics,True,wireless headphones,33,2,True,Newest,189,False,False
951,Goal-driven,Google,Desktop,Afternoon,Electronics,True,gaming mouse,48,2,False,Newest,116,True,True
952,Explorer,Direct,Tablet,Evening,Fashion,False,,99,12,False,Trending,666,False,False
953,Price-sensitive,Google,Mobile,Morning,Sale,False,,54,5,True,Price Low-High,365,True,False
954,Price-sensitive,Direct,Desktop,Afternoon,Sale,False,,61,9,True,Price Low-High,463,True,True
955,Price-sensitive,Direct,Desktop,Afternoon,Sale,False,,60,10,True,Price Low-High,263,False,False
956,Price-sensitive,Google,Tablet,Afternoon,Sale,True,discount,70,7,True,Price Low-High,460,True,False
957,Research,Direct,Desktop,Afternoon,Sale,False,,56,12,True,Highest Rated,807,True,True
958,Research,Email,Desktop,Morning,Home,True,chair,58,12,True,Price Low-High,724,False,False
959,Goal-driven,Google,Desktop,Evening,Beauty,True,lipstick,46,4,False,Newest,209,True,True
960,Goal-driven,Google,Desktop,Afternoon,Electronics,True,gaming mouse,20,4,False,Newest,105,False,False
961,Price-sensitive,Direct,Tablet,Morning,Sale,False,,69,7,True,Price Low-High,280,True,False
962,Price-sensitive,Email,Mobile,Evening,Sale,False,,66,7,True,Price Low-High,218,True,False
963,Explorer,Instagram,Desktop,Afternoon,Sale,False,,86,15,False,Trending,808,False,False
964,Goal-driven,Google,Desktop,Morning,Electronics,True,wireless headphones,31,3,False,Newest,225,True,False
965,Goal-driven,Google,Mobile,Evening,Running,True,adidas trainers,34,3,False,Relevance,183,True,True
966,Price-sensitive,Google,Desktop,Evening,Sale,True,discount,44,7,True,Price Low-High,505,True,True
967,Research,Google,Desktop,Evening,Home,True,desk lamp,71,11,True,Price Low-High,577,True,False
968,Explorer,Instagram,Desktop,Evening,Beauty,False,,95,15,False,Trending,764,False,False
969,Research,Google,Desktop,Afternoon,Sale,True,clearance,76,8,True,Price Low-High,551,False,False
970,Goal-driven,Direct,Mobile,Evening,Beauty,True,skincare,49,5,False,Newest,177,True,True
971,Goal-driven,Google,Mobile,Evening,Beauty,True,perfume,24,5,False,Newest,218,True,False
972,Price-sensitive,Email,Desktop,Evening,Sale,False,,40,9,True,Price Low-High,289,True,False
973,Price-sensitive,Google,Desktop,Afternoon,Sale,True,discount,46,6,True,Price Low-High,254,False,False
974,Explorer,Facebook,Tablet,Afternoon,Sale,False,,98,16,False,Trending,670,False,False
975,Research,Direct,Desktop,Afternoon,Fashion,False,,52,15,True,Price Low-High,429,False,False
976,Explorer,Instagram,Mobile,Evening,Running,False,,100,20,False,Trending,797,False,False
977,Goal-driven,Google,Desktop,Afternoon,Running,True,adidas trainers,48,5,True,Relevance,68,True,False
978,Price-sensitive,Google,Tablet,Afternoon,Sale,False,,50,8,True,Price Low-High,587,False,False
979,Price-sensitive,Google,Tablet,Afternoon,Sale,True,discount,52,10,True,Price Low-High,364,True,False
980,Goal-driven,Google,Mobile,Morning,Running,True,running shoes,50,3,False,Newest,269,True,False
981,Explorer,Instagram,Mobile,Afternoon,Fashion,False,,98,20,False,Trending,786,False,False
982,Explorer,Facebook,Tablet,Evening,Sale,False,,96,10,False,Trending,386,False,False
983,Price-sensitive,Google,Tablet,Morning,Sale,False,,47,6,True,Price Low-High,555,True,False
984,Goal-driven,Google,Desktop,Evening,Electronics,True,monitor,25,2,False,Newest,271,False,False
985,Price-sensitive,Google,Tablet,Morning,Sale,False,,54,8,True,Price Low-High,262,True,False
986,Explorer,Direct,Mobile,Evening,Fashion,False,,82,19,False,Trending,321,False,False
987,Goal-driven,Direct,Desktop,Evening,Beauty,True,perfume,40,6,False,Newest,118,True,False
988,Research,Email,Desktop,Morning,Electronics,False,,75,11,True,Highest Rated,642,True,False
989,Price-sensitive,Email,Tablet,Afternoon,Sale,True,discount,59,10,True,Price Low-High,246,True,False
990,Price-sensitive,Google,Mobile,Morning,Sale,True,discount,53,10,True,Price Low-High,315,True,False
991,Research,Email,Desktop,Morning,Electronics,True,gaming mouse,73,12,True,Price Low-High,918,True,False
992,Research,Google,Desktop,Evening,Electronics,True,gaming mouse,73,13,True,Highest Rated,732,False,False
993,Goal-driven,Google,Mobile,Morning,Electronics,True,monitor,35,3,False,Relevance,69,True,False
994,Research,Direct,Desktop,Morning,Home,False,,80,14,True,Highest Rated,721,False,False
995,Price-sensitive,Google,Desktop,Morning,Sale,True,discount,65,5,True,Price Low-High,571,True,False
996,Research,Email,Desktop,Evening,Home,True,coffee table,74,10,True,Highest Rated,664,False,False
997,Price-sensitive,Email,Mobile,Evening,Sale,True,discount,61,10,True,Price Low-High,402,False,False
998,Explorer,Instagram,Mobile,Morning,Running,False,,93,17,False,Trending,687,False,False
999,Explorer,Instagram,Mobile,Evening,Beauty,False,,85,17,False,Trending,586,False,False
1000,Research,Direct,Desktop,Afternoon,Sale,True,discount,62,15,True,Highest Rated,439,True,False
